portfolio,factor_model,sample_start,sample_end,n_obs,alpha,alpha_hac_se,alpha_hac_t_stat,alpha_p_value,hac_lags,r_squared,residual_volatility,coef_alpha,hac_se_alpha,hac_t_alpha,p_value_alpha,coef_mkt_rf,hac_se_mkt_rf,hac_t_mkt_rf,p_value_mkt_rf,coef_smb,hac_se_smb,hac_t_smb,p_value_smb,coef_hml,hac_se_hml,hac_t_hml,p_value_hml,prior_mean_alpha,prior_tau,shrinkage_weight,posterior_alpha,posterior_alpha_sd,posterior_alpha_ci_low,posterior_alpha_ci_high,posterior_probability_alpha_positive,posterior_alpha_annualized_bps,posterior_shortfall_annualized_bps,alpha_fdr_q_value,performance_rank,window_start,window_end,window_length,rolling_step_months,rank,quintile
ME2 BM3,ff3,1959-07-31 23:59:59.999999999,1969-06-30 23:59:59.999999999,120,0.0013683386580270946,0.001318957951183968,1.0374391820442797,0.299531225736859,12,0.9325194861481408,0.012351763245529746,0.0013683386580270946,0.001318957951183968,1.0374391820442797,0.299531225736859,0.939281444194047,0.037983906578939644,24.728405495680004,5.2941143993832205e-135,0.8579878385678095,0.05579514794687755,15.377463276640075,2.318550075556114e-53,0.11208965996483916,0.08441715474542108,1.3278066561573978,0.18424198748154097,-0.00038642474613698755,0.0011066261925454315,0.41312730153601784,0.0003385159238594764,0.000870085262612891,-0.00136685119086179,0.0020438830385807426,0.6513843533248037,40.62191086313716,0.0,0.5107989586679668,7,1959-07-31 23:59:59.999999999,1969-06-30 23:59:59.999999999,120,12,7,4
ME5 BM3,ff3,1959-07-31 23:59:59.999999999,1969-06-30 23:59:59.999999999,120,0.0014648533776173529,0.0014324271205613023,1.022637282267697,0.30647937520078006,12,0.7932813885258767,0.014540349449149042,0.0014648533776173529,0.0014324271205613023,1.022637282267697,0.30647937520078006,0.8522883705474417,0.05597649354549032,15.225826352535174,2.3832814752391373e-52,-0.20442840292586736,0.07545508566599297,-2.7092726901243407,0.006743089318024656,0.3694043808761031,0.073323855522087,5.037983590004063,4.7046176670003217e-07,-0.00038642474613698755,0.0011066261925454315,0.37376258873646706,0.0003055137578686243,0.0009003180877401435,-0.001459109694102057,0.0020701372098393053,0.6328231174969929,36.661650944234914,0.0,0.5107989586679668,8,1959-07-31 23:59:59.999999999,1969-06-30 23:59:59.999999999,120,12,8,4
ME2 BM4,ff3,1959-07-31 23:59:59.999999999,1969-06-30 23:59:59.999999999,120,0.0005365383322578269,0.0009416686835169843,0.5697739997617215,0.5688309923160031,12,0.9495629349197567,0.010710607497570104,0.0005365383322578269,0.0009416686835169843,0.5697739997617215,0.5688309923160031,1.0104609884080011,0.02581683481740891,39.13961550881609,0.0,0.772737540339443,0.058599202768018735,13.186826848114977,1.0449170322797151e-39,0.4908321190132535,0.06069489395904846,8.086876621687873,6.12142193280964e-16,-0.00038642474613698755,0.0011066261925454315,0.5800151064101863,0.00014890778199085384,0.0007307280107077108,-0.0012833191189962595,0.001581134682977967,0.5807373036634795,17.86893383890246,0.0,0.725344633794764,9,1959-07-31 23:59:59.999999999,1969-06-30 23:59:59.999999999,120,12,9,4
ME3 BM2,ff3,1959-07-31 23:59:59.999999999,1969-06-30 23:59:59.999999999,120,0.0005500435895499302,0.0010629122638993308,0.5174872924431938,0.6048160374323209,12,0.9015532682428701,0.013291256028720068,0.0005500435895499302,0.0010629122638993308,0.5174872924431938,0.6048160374323209,0.9131929577952804,0.042865936124722,21.30346471702542,1.0542739450719072e-100,0.5827628206372729,0.05688069811707423,10.245352816131161,1.2417101964027724e-24,0.09787954935899153,0.040258673833504614,2.4312661108457303,0.015046159175212815,-0.00038642474613698755,0.0011066261925454315,0.520140776359103,0.000100670621022923,0.0007831258733755539,-0.0014342560907931628,0.0016355973328390087,0.5511430278319924,12.080474522750759,0.0,0.725344633794764,10,1959-07-31 23:59:59.999999999,1969-06-30 23:59:59.999999999,120,12,10,4
ME3 BM3,ff3,1959-07-31 23:59:59.999999999,1969-06-30 23:59:59.999999999,120,-1.4543253177170476e-05,0.0012066321473172673,-0.01205276455587962,0.9903835180761014,12,0.9108528305563053,0.01252485016100235,-1.4543253177170476e-05,0.0012066321473172673,-0.01205276455587962,0.9903835180761014,0.9603166449569527,0.03555904423755445,27.00625580770665,1.2479000476095578e-160,0.4847177053654345,0.08080024716602939,5.998963151306088,1.985814103056709e-09,0.23845205390133964,0.049357854931736986,4.831086242121424,1.3579016554437114e-06,-0.00038642474613698755,0.0011066261925454315,0.4568490068241349,-0.00021653105542201862,0.0008354665512389533,-0.0018540454958503672,0.00142098338500633,0.39775056586416757,-25.983726650642236,25.983726650642236,0.9903835180761014,11,1959-07-31 23:59:59.999999999,1969-06-30 23:59:59.999999999,120,12,11,3
SMALL LoBM,ff3,1959-07-31 23:59:59.999999999,1969-06-30 23:59:59.999999999,120,-4.356898356758611e-05,0.00322174945138203,-0.013523392872433445,0.9892102224947095,12,0.7731941582418251,0.0337582980146326,-4.356898356758611e-05,0.00322174945138203,-0.013523392872433445,0.9892102224947095,1.0478582209153477,0.12761302319528217,8.21121696421096,2.1895782447862278e-16,1.5287189685808702,0.12411812060143951,12.316646120430704,7.369594433487172e-35,0.2257430549430136,0.20486666955135718,1.1019023027873405,0.2705041473693597,-0.00038642474613698755,0.0011066261925454315,0.10553178336864143,-0.00035024256607482315,0.0010883353866380154,-0.0024833799238853332,0.0017828947917356871,0.37379645505284004,-42.02910792897878,42.02910792897878,0.9903835180761014,12,1959-07-31 23:59:59.999999999,1969-06-30 23:59:59.999999999,120,12,12,3
ME4 BM1,ff3,1959-07-31 23:59:59.999999999,1969-06-30 23:59:59.999999999,120,-0.0005519129780408382,0.0015999778994285282,-0.3449503760257986,0.7301316776494637,12,0.9187333661467545,0.01304815072023674,-0.0005519129780408382,0.0015999778994285282,-0.3449503760257986,0.7301316776494637,1.0830337759772488,0.04750020647029342,22.800611964804343,4.52148092666821e-115,0.30143831785525166,0.08468938195188606,3.5593401546666796,0.000371787736835498,-0.42161315617731154,0.08460720776056083,-4.983182489256478,6.25469099692748e-07,-0.00038642474613698755,0.0011066261925454315,0.3235843807979843,-0.00043997415318694825,0.0009377101900019919,-0.0022778861255908526,0.001397937819216956,0.31946313998702947,-52.79689838243379,52.79689838243379,0.7936213887494171,13,1959-07-31 23:59:59.999999999,1969-06-30 23:59:59.999999999,120,12,13,3
ME4 BM2,ff3,1959-07-31 23:59:59.999999999,1969-06-30 23:59:59.999999999,120,-0.0005680827676986229,0.0015724164931551767,-0.36128008715980864,0.7178900780332607,12,0.8825873913408282,0.012546001841700221,-0.0005680827676986229,0.0015724164931551767,-0.36128008715980864,0.7178900780332607,0.9192758467866597,0.036500765247616106,25.185111614795485,5.832085939726398e-140,0.17904857733488772,0.06737392326825253,2.6575352695730237,0.007871435362966916,0.14232395368864056,0.06933767000129698,2.0526209445165717,0.040109354624424595,-0.00038642474613698755,0.0011066261925454315,0.33123705313487645,-0.0004465966138773754,0.0009320850302811563,-0.002273483273228442,0.001380290045473691,0.3159205125924015,-53.59159366528505,53.59159366528505,0.7936213887494171,14,1959-07-31 23:59:59.999999999,1969-06-30 23:59:59.999999999,120,12,14,3
ME4 BM3,ff3,1959-07-31 23:59:59.999999999,1969-06-30 23:59:59.999999999,120,-0.0005514145174049549,0.0010267069072127859,-0.5370710117280566,0.5912185635660764,12,0.9187602876800455,0.01129154546192319,-0.0005514145174049549,0.0010267069072127859,-0.5370710117280566,0.5912185635660764,1.028781318091553,0.024520815807443426,41.95542783610246,0.0,0.1664923118084926,0.07538624247561197,2.2085238147047077,0.02720777958398139,0.31082887168054735,0.047669612862169725,6.520482399957122,7.008163073350545e-11,-0.00038642474613698755,0.0011066261925454315,0.537409667845502,-0.0004750918443120112,0.0007683267762142888,-0.001981012325692017,0.0010308286370679948,0.2681736189357009,-57.01102131744134,57.01102131744134,0.725344633794764,15,1959-07-31 23:59:59.999999999,1969-06-30 23:59:59.999999999,120,12,15,3
ME1 BM2,ff3,1959-07-31 23:59:59.999999999,1969-06-30 23:59:59.999999999,120,-0.0008929795011024339,0.0017472130752159201,-0.5110879226862927,0.6092894923876018,12,0.8705685442397884,0.021690234629261323,-0.0008929795011024339,0.0017472130752159201,-0.5110879226862927,0.6092894923876018,0.9812988097281914,0.04643921034893828,21.130824627611833,4.142494304000793e-99,1.327850458194113,0.08157409040119858,16.27784571870142,1.417726332288345e-59,0.20092119346154055,0.12379040906962482,1.6230756079700344,0.10457324316373481,-0.00038642474613698755,0.0011066261925454315,0.28630211584973086,-0.0005314524442773368,0.000964742452766932,-0.0024223476517005234,0.00135944276314585,0.290859702472977,-63.77429331328042,63.77429331328042,0.725344633794764,16,1959-07-31 23:59:59.999999999,1969-06-30 23:59:59.999999999,120,12,16,2
ME3 BM1,ff3,1959-07-31 23:59:59.999999999,1969-06-30 23:59:59.999999999,120,-0.0012646397775280807,0.0014533094194961673,-0.8701793028813544,0.3842024248226511,12,0.9337485260457548,0.013567757499758363,-0.0012646397775280807,0.0014533094194961673,-0.8701793028813544,0.3842024248226511,1.0958433554020548,0.037814745711687456,28.97926020069364,1.201219415951246e-184,0.7367769043599091,0.0575679006503206,12.798397996745534,1.67368349804395e-37,-0.4286292972080223,0.04374378717001856,-9.798632558769382,1.1412005403107126e-22,-0.00038642474613698755,0.0011066261925454315,0.36701249542568515,-0.000708740636328179,0.0009054200342816731,-0.0024833639035202583,0.0010658826308639002,0.21687947329177176,-85.04887635938148,85.04887635938148,0.5650035659156634,17,1959-07-31 23:59:59.999999999,1969-06-30 23:59:59.999999999,120,12,17,2
ME1 BM3,ff3,1959-07-31 23:59:59.999999999,1969-06-30 23:59:59.999999999,120,-0.0011827906123531324,0.0013275410835382052,-0.8909634715038127,0.3729487672459738,12,0.9080612139545757,0.016117242296230277,-0.0011827906123531324,0.0013275410835382052,-0.8909634715038127,0.3729487672459738,0.9036755302813052,0.04965942132813065,18.197463967817093,5.4052922605315606e-74,1.1731634292787565,0.07866583097999372,14.91325286549271,2.702590252966728e-50,0.4588860321260786,0.14291783719149023,3.2108380671282792,0.0013234849151404996,-0.00038642474613698755,0.0011066261925454315,0.4099855767824592,-0.0007129232651274765,0.0008725293708015819,-0.002423080831898577,0.000997234301643624,0.20694234904266073,-85.55079181529719,85.55079181529719,0.5650035659156634,18,1959-07-31 23:59:59.999999999,1969-06-30 23:59:59.999999999,120,12,18,2
ME2 BM2,ff3,1959-07-31 23:59:59.999999999,1969-06-30 23:59:59.999999999,120,-0.0012070424427721076,0.0010848370140511465,-1.1126486533351263,0.26585935600098587,12,0.9161952259954633,0.014522817003678686,-0.0012070424427721076,0.0010848370140511465,-1.1126486533351263,0.26585935600098587,1.0077799944995096,0.029979865326978855,33.61522753715005,1.0051162893936738e-247,0.8515714796421802,0.06145131632226872,13.85766051253141,1.1434051025335604e-43,0.11160567322796253,0.07924969946433719,1.408278819759887,0.15904852480277598,-0.00038642474613698755,0.0011066261925454315,0.5099417706851979,-0.0008048919874147091,0.0007917559977464255,-0.002356733742997703,0.0007469497681682848,0.15467402894965265,-96.58703848976508,96.58703848976508,0.5107989586679668,19,1959-07-31 23:59:59.999999999,1969-06-30 23:59:59.999999999,120,12,19,2
ME4 BM5,ff3,1959-07-31 23:59:59.999999999,1969-06-30 23:59:59.999999999,120,-0.0020877541333992854,0.0017079676333203344,-1.2223616494070417,0.2215708952444596,12,0.8375138813444316,0.019411802614176583,-0.0020877541333992854,0.0017079676333203344,-1.2223616494070417,0.2215708952444596,1.0457734278651754,0.04293033024760526,24.35978064537509,4.566685556282125e-131,0.5201166893615808,0.08360982506276503,6.220760406700225,4.947511831173484e-10,0.7727323058636081,0.09152702511965807,8.442668215790633,3.101745829064309e-17,-0.00038642474613698755,0.0011066261925454315,0.295675535231508,-0.0008894662233208609,0.0009580026432337695,-0.002767151404059049,0.0009882189574173274,0.17658475023961862,-106.7359467985033,106.7359467985033,0.5107989586679668,20,1959-07-31 23:59:59.999999999,1969-06-30 23:59:59.999999999,120,12,20,2
ME5 BM4,ff3,1959-07-31 23:59:59.999999999,1969-06-30 23:59:59.999999999,120,-0.002256709056139829,0.0013008036948140003,-1.734857507813669,0.08276604715097592,12,0.8950059339372609,0.011814150165714965,-0.002256709056139829,0.0013008036948140003,-1.734857507813669,0.08276604715097592,0.9848791323125335,0.03486101571567282,28.251590267628128,1.360734808707484e-175,-0.09727296109749053,0.03817286996216686,-2.54822236823948,0.010827343057555382,0.6620524865029407,0.05652250480274355,11.713077628343273,1.0924099793676824e-31,-0.00038642474613698755,0.0011066261925454315,0.41986374429865897,-0.0011716893194378144,0.0008648256400198469,-0.002866747573876714,0.0005233689350010854,0.08773630567532609,-140.60271833253773,140.60271833253773,0.41383023575487965,21,1959-07-31 23:59:59.999999999,1969-06-30 23:59:59.999999999,120,12,21,1
ME3 BM5,ff3,1959-07-31 23:59:59.999999999,1969-06-30 23:59:59.999999999,120,-0.0028918559515530872,0.001622119560565462,-1.7827637504999951,0.07462476888208462,12,0.9243896747516422,0.013332152883517776,-0.0028918559515530872,0.001622119560565462,-1.7827637504999951,0.07462476888208462,1.0402237485334243,0.03504356707326106,29.68372900962858,1.245474863462952e-193,0.6900731154038006,0.05885656034971209,11.72465926149176,9.528366618033419e-32,0.7994366513278313,0.08009475727068051,9.981135826732483,1.8434431560788148e-23,-0.00038642474613698755,0.0011066261925454315,0.3175973512156139,-0.0011821430606300835,0.0009420924142252269,-0.003028644192511528,0.0006643580712513612,0.10477462652240516,-141.85716727561,141.85716727561,0.41383023575487965,22,1959-07-31 23:59:59.999999999,1969-06-30 23:59:59.999999999,120,12,22,1
ME5 BM2,ff3,1959-07-31 23:59:59.999999999,1969-06-30 23:59:59.999999999,120,-0.0021100632385239295,0.0008985225701108439,-2.3483697668981507,0.01885579188864212,12,0.9149721978598723,0.009878027450985255,-0.0021100632385239295,0.0008985225701108439,-2.3483697668981507,0.01885579188864212,0.9587539660582174,0.031679330502762296,30.264338003437867,3.379325279052931e-201,-0.2034269166705658,0.034200178073381174,-5.948124487366278,2.712322866711273e-09,-0.006868522331025925,0.06278099085675534,-0.10940449071116978,0.9128816720587072,-0.00038642474613698755,0.0011066261925454315,0.6026786526256115,-0.0014252248703423898,0.0007100328162621349,-0.002816889190216174,-3.3560550468605564e-05,0.02236066323741017,-171.0269844410868,171.0269844410868,0.15713159907201765,23,1959-07-31 23:59:59.999999999,1969-06-30 23:59:59.999999999,120,12,23,1
BIG HiBM,ff3,1959-07-31 23:59:59.999999999,1969-06-30 23:59:59.999999999,120,-0.002694925516508377,0.000894620236579794,-3.0123681606077866,0.00259218007055422,12,0.8691058254500268,0.015547228993057783,-0.002694925516508377,0.000894620236579794,-3.0123681606077866,0.00259218007055422,1.12414695913213,0.03977848684734919,28.26017398414546,1.0673525641661369e-175,-0.06901606076409188,0.06455704483956627,-1.0690709423829252,0.28503770387316696,0.8445885683436268,0.08949337722541126,9.437442127324362,3.8199025797314236e-21,-0.00038642474613698755,0.0011066261925454315,0.6047612587657684,-0.0017825165778885348,0.0007081047953109562,-0.0031704019766980087,-0.0003946311790790607,0.0059128006652751945,-213.90198934662416,213.90198934662416,0.03240225088192775,24,1959-07-31 23:59:59.999999999,1969-06-30 23:59:59.999999999,120,12,24,1
ME2 BM1,ff3,1959-07-31 23:59:59.999999999,1969-06-30 23:59:59.999999999,120,-0.0036286392748509744,0.0010653683478346087,-3.40599500841778,0.0006592338448648001,12,0.9077117247944412,0.01830447886548122,-0.0036286392748509744,0.0010653683478346087,-3.40599500841778,0.0006592338448648001,1.0897676273443653,0.04245734947891761,25.6673494864651,2.7071607733366997e-145,1.1542688013013398,0.04156201245012238,27.77220671608603,9.399095012915572e-170,-0.24860347739378785,0.08858423419008307,-2.8064077052394816,0.005009726161182306,-0.00038642474613698755,0.0011066261925454315,0.5189885206828503,-0.0020690968681307043,0.0007841049004267631,-0.0036059424729671602,-0.0005322512632942487,0.004159989054156891,-248.29162417568455,248.29162417568455,0.016480846121620003,25,1959-07-31 23:59:59.999999999,1969-06-30 23:59:59.999999999,120,12,25,1
ME4 BM4,ff3,1960-07-31 23:59:59.999999999,1970-06-30 23:59:59.999999999,120,0.0025504128470471084,0.0013419593910701738,1.9005141765230524,0.057365676361203,12,0.9008042072544992,0.014883069693382486,0.0025504128470471084,0.0013419593910701738,1.9005141765230524,0.057365676361203,1.0157583981876817,0.052663848144872766,19.287584063235105,6.829080431449696e-83,0.40874008906668613,0.0691933695537799,5.907214689826555,3.479401931445558e-09,0.5043019434806233,0.0910593032565574,5.538170460845332,3.056477019992589e-08,-0.00011746469567885983,0.0006563499373307022,0.1930388692016734,0.00039753936833750023,0.0006309078402296162,-0.0008390399985125476,0.001634118735187548,0.7356876694161362,47.70472420050003,0.0,0.478047303010025,1,1960-07-31 23:59:59.999999999,1970-06-30 23:59:59.999999999,120,12,1,5
BIG LoBM,ff3,1960-07-31 23:59:59.999999999,1970-06-30 23:59:59.999999999,120,0.0019085202966699472,0.0012603716347791762,1.514252022185766,0.1299619319737027,12,0.9412908984332174,0.010245359692259395,0.0019085202966699472,0.0012603716347791762,1.514252022185766,0.1299619319737027,1.027326193286705,0.046463386874371175,22.11044571641784,2.507806528548663e-108,-0.16502886030199643,0.04736499950551589,-3.4841942790008473,0.000493621036642357,-0.43180399980583456,0.06263035348608005,-6.894484475515621,5.406048884599683e-12,-0.00011746469567885983,0.0006563499373307022,0.21333552976746015,0.00031474988596479666,0.0006219301267794663,-0.0009042331625229572,0.0015337329344525504,0.6936017230860977,37.7699863157756,0.0,0.5786616526579978,2,1960-07-31 23:59:59.999999999,1970-06-30 23:59:59.999999999,120,12,2,5
ME3 BM4,ff3,1960-07-31 23:59:59.999999999,1970-06-30 23:59:59.999999999,120,0.0022913626343616677,0.0014415118737308105,1.5895551581072576,0.11193511160994508,12,0.9376248902520425,0.011926294794424237,0.0022913626343616677,0.0014415118737308105,1.5895551581072576,0.11193511160994508,1.007426949467992,0.038005972937980435,26.50706906285359,8.03424675565841e-155,0.5060575578800416,0.05744498994145736,8.809428957960804,1.2578497445922292e-18,0.4524166941302652,0.053395630214523385,8.472916085316843,2.393249905708091e-17,-0.00011746469567885983,0.0006563499373307022,0.17171696840213407,0.00029617183083990644,0.0006402571091995422,-0.0009587321031911962,0.001551075764871009,0.6781682266955408,35.540619700788774,0.0,0.5786616526579978,3,1960-07-31 23:59:59.999999999,1970-06-30 23:59:59.999999999,120,12,3,5
ME2 BM5,ff3,1960-07-31 23:59:59.999999999,1970-06-30 23:59:59.999999999,120,0.0018602927899148724,0.0013932897024253991,1.3351801758647377,0.18181738350070575,12,0.9508888266518868,0.012466012422495062,0.0018602927899148724,0.0013932897024253991,1.3351801758647377,0.18181738350070575,1.1006230980236973,0.032649633259690086,33.710121313446706,4.1085950190785204e-249,0.7905647257694826,0.06300669456067112,12.5473131273094,4.112281988739845e-36,0.6930305834510805,0.05280002984892289,13.1255718118731,2.3500218734967664e-39,-0.00011746469567885983,0.0006563499373307022,0.18161294222208296,0.0002417216602815667,0.0006359281140219682,-0.001004697443201491,0.0014881407637646245,0.6480675493896322,29.006599233788005,0.0,0.6006738767311077,4,1960-07-31 23:59:59.999999999,1970-06-30 23:59:59.999999999,120,12,4,5
SMALL HiBM,ff3,1960-07-31 23:59:59.999999999,1970-06-30 23:59:59.999999999,120,0.0008513840534195439,0.0010813122323468656,0.7873618996908149,0.43107004363055634,12,0.9671048159537285,0.01051379348675096,0.0008513840534195439,0.0010813122323468656,0.7873618996908149,0.43107004363055634,0.9100467724506716,0.029457847831256625,30.893186008146014,1.4746807325270428e-209,1.213026362253936,0.04133366379465657,29.347177358392084,2.5961450150501812e-189,0.7350631410127032,0.04386364708425137,16.757912072400778,4.957297518696677e-63,-0.00011746469567885983,0.0006563499373307022,0.26924174395986455,0.00014338983116172767,0.0005967795439565512,-0.0010262980749931128,0.001313077737316568,0.5949405705289343,17.20677973940732,0.0,0.6642590159090523,5,1960-07-31 23:59:59.999999999,1970-06-30 23:59:59.999999999,120,12,5,5
ME3 BM2,ff3,1960-07-31 23:59:59.999999999,1970-06-30 23:59:59.999999999,120,0.0007949858871406785,0.0010381948792303663,0.7657385940200521,0.4438318581287669,12,0.9256424401480373,0.013449437539476403,0.0007949858871406785,0.0010381948792303663,0.7657385940200521,0.4438318581287669,0.9681221921382777,0.048635157532307786,19.905809732294276,3.6238850165224974e-88,0.5754866895472991,0.0525824373434208,10.944465844912092,7.063282811750315e-28,-0.045228748574089865,0.08232500006361924,-0.5493926333329842,0.5827360284717278,-0.00011746469567885983,0.0006563499373307022,0.28555131878843326,0.00014308677157453392,0.0005893174687260418,-0.0010119754671285082,0.0012981490102775758,0.5959201543989093,17.17041258894407,0.0,0.6642590159090523,6,1960-07-31 23:59:59.999999999,1970-06-30 23:59:59.999999999,120,12,6,4
ME2 BM3,ff3,1960-07-31 23:59:59.999999999,1970-06-30 23:59:59.999999999,120,0.001099542837874182,0.0013221316342172521,0.8316439977817712,0.40560991974181815,12,0.9433139461202085,0.01267731506757144,0.001099542837874182,0.0013221316342172521,0.8316439977817712,0.40560991974181815,0.9440321294135414,0.03695614449411927,25.54465955082957,6.294594878471999e-144,0.8673021960672954,0.05087542620744565,17.047566196907166,3.6439337868572375e-65,0.1122273271686101,0.0656109472265233,1.7104969812605002,0.08717401117790644,-0.00011746469567885983,0.0006563499373307022,0.19771885570923414,0.00012316064124476498,0.0006288446378443764,-0.0011093748489302128,0.0013556961314197427,0.5776370963328212,14.779276949371798,0.0,0.6642590159090523,7,1960-07-31 23:59:59.999999999,1970-06-30 23:59:59.999999999,120,12,7,4
ME4 BM3,ff3,1960-07-31 23:59:59.999999999,1970-06-30 23:59:59.999999999,120,0.0008881724326501103,0.0013172828318992798,0.6742458120170964,0.5001550484303959,12,0.9331512884950907,0.011112504099370292,0.0008881724326501103,0.0013172828318992798,0.6742458120170964,0.5001550484303959,1.0284881948490252,0.02180697517185704,47.16326710805537,0.0,0.1439829214403472,0.06938161095126641,2.075231743198939,0.03796506200252616,0.24991280365192609,0.059766287470083376,4.181501214660899,2.8959070388338497e-05,-0.00011746469567885983,0.0006563499373307022,0.19888707892514876,8.254353523316401e-05,0.0006283289832930385,-0.0011489812720211915,0.0013140683424875195,0.5522586629962755,9.90522422797968,0.0,0.6642590159090523,8,1960-07-31 23:59:59.999999999,1970-06-30 23:59:59.999999999,120,12,8,4
ME4 BM1,ff3,1960-07-31 23:59:59.999999999,1970-06-30 23:59:59.999999999,120,0.0014139803931578854,0.0020440728498019567,0.6917465751256767,0.48909649245422837,12,0.9271583118595754,0.013694341814514356,0.0014139803931578854,0.0020440728498019567,0.6917465751256767,0.48909649245422837,1.0643632053561918,0.04560415861766644,23.3391698831578,1.7754144050374038e-120,0.2688571023426118,0.07813113973619724,3.4411004786360926,0.0005793533484240358,-0.5146586989982294,0.08865614375737228,-5.8051103644515605,6.432362044758802e-09,-0.00011746469567885983,0.0006563499373307022,0.09346767725775115,2.567591962250113e-05,0.0006739043921437977,-0.0012951766889793424,0.0013465285282243447,0.515196120343173,3.0811103547001357,0.0,0.6642590159090523,9,1960-07-31 23:59:59.999999999,1970-06-30 23:59:59.999999999,120,12,9,4
ME1 BM4,ff3,1960-07-31 23:59:59.999999999,1970-06-30 23:59:59.999999999,120,0.00030770702680880236,0.0010001142969169783,0.30767186086366466,0.7583320335074313,12,0.9567023951633237,0.011992386251716445,0.00030770702680880236,0.0010001142969169783,0.30767186086366466,0.7583320335074313,0.9097245019583307,0.028328241397273222,32.11369492374834,2.8391052321785956e-226,1.1832224793373676,0.049435337834379665,23.93475054831119,1.3320498842591737e-126,0.5537091151745115,0.0582977627617904,9.497947930472288,2.1406700282643976e-21,-0.00011746469567885983,0.0006563499373307022,0.3010398751198114,1.0528946563301094e-05,0.0005821752342196554,-0.0011305345125072234,0.0011515924056338257,0.5072146885199105,1.2634735875961312,0.0,0.8617409471675356,10,1960-07-31 23:59:59.999999999,1970-06-30 23:59:59.999999999,120,12,10,4
SMALL LoBM,ff3,1960-07-31 23:59:59.999999999,1970-06-30 23:59:59.999999999,120,0.0016718370348034505,0.002506883094538966,0.6668986832474983,0.5048368520908798,12,0.8366016140274861,0.03178116850958541,0.0016718370348034505,0.002506883094538966,0.6668986832474983,0.5048368520908798,1.053988630913114,0.10879806773187617,9.687567554146105,3.4054235077176233e-22,1.5851546972639314,0.10274945401027867,15.427378301254608,1.0713460448755392e-53,-0.0023970157896923317,0.101447180168162,-0.023628215054563015,0.9811491660716333,-0.00011746469567885983,0.0006563499373307022,0.06415170265469203,-2.6779431054327536e-06,0.0006862633827964261,-0.0013477541733864277,0.0013423982871755623,0.4984432478189396,-0.3213531726519304,0.3213531726519304,0.6642590159090523,11,1960-07-31 23:59:59.999999999,1970-06-30 23:59:59.999999999,120,12,11,3
ME2 BM4,ff3,1960-07-31 23:59:59.999999999,1970-06-30 23:59:59.999999999,120,0.00015216246078296467,0.0008021411879344538,0.1896953592107509,0.849547857596207,12,0.9578132525185884,0.010660815732536409,0.00015216246078296467,0.0008021411879344538,0.1896953592107509,0.849547857596207,1.005462775347435,0.023837497268438784,42.17988004465063,0.0,0.7575035858519252,0.056722499259375614,13.3545523512298,1.1142596118562999e-40,0.5543571778583987,0.036402959784455624,15.228354538773354,2.2928985481295495e-52,-0.00011746469567885983,0.0006563499373307022,0.40102860130948625,-9.336494247920348e-06,0.0005346091187145717,-0.001057170366928481,0.0010384973784326402,0.4930331660149734,-1.1203793097504418,1.1203793097504418,0.8857644271662571,12,1960-07-31 23:59:59.999999999,1970-06-30 23:59:59.999999999,120,12,12,3
ME5 BM3,ff3,1960-07-31 23:59:59.999999999,1970-06-30 23:59:59.999999999,120,0.0001905045041335593,0.001009603083494849,0.18869247454564778,0.8503338500796069,12,0.850349288609198,0.014245556410248602,0.0001905045041335593,0.001009603083494849,0.18869247454564778,0.8503338500796069,0.9488872366913494,0.06211885485394563,15.275349793913314,1.116274421043753e-52,-0.24996139637943432,0.06351106750299282,-3.9357139819395326,8.294971682816811e-05,0.34181036393909303,0.0693867946176058,4.92615872836939,8.386188203577716e-07,-0.00011746469567885983,0.0006563499373307022,0.29708098317259496,-2.5972903011709016e-05,0.0005840060817907948,-0.0011706248233216668,0.0011186790172982488,0.48226341343633006,-3.1167483614050817,3.1167483614050817,0.8857644271662571,13,1960-07-31 23:59:59.999999999,1970-06-30 23:59:59.999999999,120,12,13,3
ME3 BM3,ff3,1960-07-31 23:59:59.999999999,1970-06-30 23:59:59.999999999,120,0.00013787077419929864,0.0013369132322863548,0.10312619463232896,0.9178628155461956,12,0.9188316262687359,0.01364517136849509,0.00013787077419929864,0.0013369132322863548,0.10312619463232896,0.9178628155461956,0.9909610294018301,0.04672939298740568,21.206374961234996,8.339766187001599e-100,0.48978708649698816,0.07469176330115701,6.557444420239054,5.473770129876317e-11,0.15981346196855467,0.052532266979388335,3.042196180706601,0.002348587725033821,-0.00011746469567885983,0.0006563499373307022,0.1942153106264223,-6.787463808252979e-05,0.000630389580708247,-0.001303438216270694,0.0011676889401056342,0.457128361397452,-8.144956569903574,8.144956569903574,0.9178628155461956,14,1960-07-31 23:59:59.999999999,1970-06-30 23:59:59.999999999,120,12,14,3
